meaning_id,unit_id,full_entry,meaning,russian_borrowing,article_gender,meaning_gender,gendered,comment,suffix,suffix_bVc,suffix_ak,deverbal,infinitive,stress,human,sex=f,sex=m,indspec,massabstr,large,small,animals,water,trees,fruit,techtransport,culturalprod.,name,householdobjects,food,drink,plants,events,pos,neg,weather,bodyparts,buildings,landscape,milkprod.,sicknesses,meanings_concatenated,meaning_with_examples,label_id
13805,11666,"РУХ 1 1. 1) м. рассвет, утренняя заря; утро; ш. то ру́х-ец йу пи му́-нд нӯст он до рассвета сидел около меня; б. йам х̌ā́б ғал ру́х нист (еще) ночь, еще не занялась заря; б. нур х̌ā́б-ум лу ру́х-ирд-та бағер ху на́-сенум сегодня ночью (я) думал, что к утру мне не подняться; рух с., рух δ. (δи) светать, заниматься (о заре); ш. атā рух су̊́д-ат, йу тӣзд но лишь только занимается заря, он уходит; ш. х̌āб хếфцт-атā, саҳар рух су̊́д-ат йу андӣзд ночь проспит, а наутро (только) рассветает, – так и встает; ш. рух дê δод, мо́л-ен мāш тар-пиро wеδд ху, по́ц-āм сат как рассвело, пригоняли к нам скот, и мы отправлялись пасти (его); б. рух ди δод, йу́-та йоδд как рассветет, он придет; б. х̌āб рух са́т-ат, хӣр пал чӯд ночь сменилась утром, взошло солнце; 2) ж. тк. в шгн. светильник, свечка; шх. wам ру́х-ат на́-пиδид-о? ты не зажег ту свечку?; 2. м. тк. в шгн. светло, с освещением; ш. тар чӣд рух йо торик? в доме светло или темно?; ш. рух ч. а) освещать, светить; ш. тêр циро́w рух чӣдоw-ард йи ҷо-нд δен иди, рух су̊д светильник нужен для освещения, его помещают в какое-нибудь место, чтобы стало светло; шх. рух му-рд кин, wуз ниви́шум посвети мне, я напишу; шх. мā лампайен мис хуб ру́хен эти лампы тоже хорошо освещают; б) зажигать (напр., свечу); ш. wам цироw шич рух кин зажги ту свечку; кӯ́йи рух ких̌т погода проясняется; б. ду̊нд кӯ́йи рух ки́хт-ат, ху ко́р-та ҷā́мāм лишь бы погода прояснилась, а свои (полевые) работы мы закончим. Ср. рих̌нойги.","светильник, свечка",0,fm,f,0,fluid_by_meaning,,0,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"светильник, свечка","светильник, свечка; ты не зажег ту свечку?",0.0
13806,11666,"РУХ 1 1. 1) м. рассвет, утренняя заря; утро; ш. то ру́х-ец йу пи му́-нд нӯст он до рассвета сидел около меня; б. йам х̌ā́б ғал ру́х нист (еще) ночь, еще не занялась заря; б. нур х̌ā́б-ум лу ру́х-ирд-та бағер ху на́-сенум сегодня ночью (я) думал, что к утру мне не подняться; рух с., рух δ. (δи) светать, заниматься (о заре); ш. атā рух су̊́д-ат, йу тӣзд но лишь только занимается заря, он уходит; ш. х̌āб хếфцт-атā, саҳар рух су̊́д-ат йу андӣзд ночь проспит, а наутро (только) рассветает, – так и встает; ш. рух дê δод, мо́л-ен мāш тар-пиро wеδд ху, по́ц-āм сат как рассвело, пригоняли к нам скот, и мы отправлялись пасти (его); б. рух ди δод, йу́-та йоδд как рассветет, он придет; б. х̌āб рух са́т-ат, хӣр пал чӯд ночь сменилась утром, взошло солнце; 2) ж. тк. в шгн. светильник, свечка; шх. wам ру́х-ат на́-пиδид-о? ты не зажег ту свечку?; 2. м. тк. в шгн. светло, с освещением; ш. тар чӣд рух йо торик? в доме светло или темно?; ш. рух ч. а) освещать, светить; ш. тêр циро́w рух чӣдоw-ард йи ҷо-нд δен иди, рух су̊д светильник нужен для освещения, его помещают в какое-нибудь место, чтобы стало светло; шх. рух му-рд кин, wуз ниви́шум посвети мне, я напишу; шх. мā лампайен мис хуб ру́хен эти лампы тоже хорошо освещают; б) зажигать (напр., свечу); ш. wам цироw шич рух кин зажги ту свечку; кӯ́йи рух ких̌т погода проясняется; б. ду̊нд кӯ́йи рух ки́хт-ат, ху ко́р-та ҷā́мāм лишь бы погода прояснилась, а свои (полевые) работы мы закончим. Ср. рих̌нойги.","свет; (предикативно) светло, с освещением",0,fm,,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"свет; (предикативно) светло, с освещением","свет; (предикативно) светло, с освещением; в доме светло или темно?",0.0
13809,11669,РУХ 2 шахм. ж. ладья; ш. дам ди рух зêз бери его ладью.,ладья,0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ладья,ладья; бери его ладью,
13829,11685,"ш. РӮВАК м. тряпка для вытирания муки вокруг жёрнова; ш. ди йоɣ̌ҷ рӯвак қати зида смети муку этой тряпкой; ш. рӯвак қати́р-та хидорҷ тар кинора йоɣ̌ҷ зи́ден тряпкой сметают муку вокруг жёрнова; рӯва́к-и тар wиδу̊м δ. (δāδ) разорять дотла; разваливать работу; шх. йид биргāт лап ноқобил, мāш рӯва́к-и тар wиδу̊м δод тот бригадир очень нерасторопный, совсем развалил работу. Ср. лидӯрм.",тряпка для вытирания муки вокруг жёрнова,0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,тряпка для вытирания муки вокруг жёрнова,тряпка для вытирания муки вокруг жёрнова; смети муку этой тряпкой; тряпкой сметают муку вокруг жёрнова,
13835,11690,"РӮЗ 1) ж. (м.) день; ш. му виро к-ас wам рӯ́з-андӣр ас му ҷидо ца сут, ғал на́-йаθч тар му хез мой брат с того самого дня, как отделился от меня, еще не приходил ко мне; ш. wи рӯз ди му дод мӯд, wу́з-ум фу́каθ қӣwд в тот день, когда умер мой отец, я созвал всех; рӯз то рӯз, рӯз ас рӯз, рӯз ба рӯз день ото дня, день за днем; б. рӯз то рӯз мāш āwол бӣди су̊д день ото дня наша жизнь улучшается; б. рӯ́зи бардароз йу ху х̌ӯ́н-и си́т-ти на́-рибӯйд он целый день даже не присел; 2) м. трудодень; трудодни; ш. wам кӯдак чисӣ́ȥ-ард рӯз δā́δāм той няне начислим трудодни; б. wаз ми ху рӯз мис тар ту ниви́шум я и свои трудодни запишу тебе; рӯз ба умеδ в ожидании ребенка, в положении; б. йи́-лāв лу̊́вен, йā му нибêс рӯз ба умеδ некоторые поговаривают, будто та моя внучка ждет ребенка; рӯз ч., ху рӯз наɣ̌ȥимтоw существовать, жить; ху рӯз кабӯт ч. хорошо жить, спокойно жить; б. му лāк wаз ху рӯз кабӯ́тум оставь меня, я живу себе преспокойно; б. wа́з-та башā́нд-аθ ху рӯз кабӯт кӣм я проживу хорошо; рӯзи раб wеδдоw мучить, заставлять страдать, не давать жить; б. му́-рд-ен рӯ́зи раб wеδд мне (просто) жить не давали; wи рӯз кабӯт су̊д (сут) он живет (жил) без скуки; живет (жил) припеваючи; ш. пapwос пи дам ту боғ ту рӯз кабӯт сут в прошлом году ты с этим своим садом прожил припеваючи. Ср. рӯзи-мêнат, меθ.",день,0,fm,fm,0,fluid,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,день,"день; мой брат с того самого дня, как отделился от меня, еще не приходил ко мне; в тот день, когда умер мой отец, я созвал всех; он целый день даже не присел",
13836,11690,"РӮЗ 1) ж. (м.) день; ш. му виро к-ас wам рӯ́з-андӣр ас му ҷидо ца сут, ғал на́-йаθч тар му хез мой брат с того самого дня, как отделился от меня, еще не приходил ко мне; ш. wи рӯз ди му дод мӯд, wу́з-ум фу́каθ қӣwд в тот день, когда умер мой отец, я созвал всех; рӯз то рӯз, рӯз ас рӯз, рӯз ба рӯз день ото дня, день за днем; б. рӯз то рӯз мāш āwол бӣди су̊д день ото дня наша жизнь улучшается; б. рӯ́зи бардароз йу ху х̌ӯ́н-и си́т-ти на́-рибӯйд он целый день даже не присел; 2) м. трудодень; трудодни; ш. wам кӯдак чисӣ́ȥ-ард рӯз δā́δāм той няне начислим трудодни; б. wаз ми ху рӯз мис тар ту ниви́шум я и свои трудодни запишу тебе; рӯз ба умеδ в ожидании ребенка, в положении; б. йи́-лāв лу̊́вен, йā му нибêс рӯз ба умеδ некоторые поговаривают, будто та моя внучка ждет ребенка; рӯз ч., ху рӯз наɣ̌ȥимтоw существовать, жить; ху рӯз кабӯт ч. хорошо жить, спокойно жить; б. му лāк wаз ху рӯз кабӯ́тум оставь меня, я живу себе преспокойно; б. wа́з-та башā́нд-аθ ху рӯз кабӯт кӣм я проживу хорошо; рӯзи раб wеδдоw мучить, заставлять страдать, не давать жить; б. му́-рд-ен рӯ́зи раб wеδд мне (просто) жить не давали; wи рӯз кабӯт су̊д (сут) он живет (жил) без скуки; живет (жил) припеваючи; ш. пapwос пи дам ту боғ ту рӯз кабӯт сут в прошлом году ты с этим своим садом прожил припеваючи. Ср. рӯзи-мêнат, меθ.",трудодень; трудодни,0,fm,m,0,fluid_by_meaning,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,трудодень; трудодни,трудодень; трудодни; той няне начислим трудодни; я и свои трудодни запишу тебе,
13841,11694,РӮЗĀ рел. ж. мусульманский пост; ш. рӯзā анҷӣвдоw (б. инҷӣвдоw) соблюдать пост.,мусульманский пост,0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,мусульманский пост,мусульманский пост; соблюдать пост,
13849,11701,РӮЗНУ̊МĀ м. (ж.) повестка дня собрания; ш. нур дис рӯзну̊мā вуд сегодня была такая повестка дня; б. дим рӯзну̊мā ху́баθ йелу̊н кин сау оглашай повестку дня.,повестка дня собрания,0,fm,fm,0,fluid,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,повестка дня собрания,повестка дня собрания; сегодня была такая повестка дня; оглашай повестку дня,
13867,11716,"РӮЙГИЛ м. 1) облицовочная глина, штукатурка (материал); 2) облицовка, штукатурка (процесс, вид работ); ш. во йак бо́р-га δен, wи во рӯйгил лу̊вен а затем еще раз обмазывают, это уже называют штукатуркой.","облицовка, штукатурка (процесс, вид работ)",0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"облицовочная глина, штукатурка (материал); облицовка, штукатурка (процесс, вид работ)","облицовка, штукатурка (процесс, вид работ); а затем еще раз обмазывают, это уже называют штукатуркой",
13870,11719,"РӮЙИХАТ, РӮЙХАТ ж. список, перечень; ш. йā ту āзойен рӯйихат ка́чāд? где список твоих членов (бригады)?; рӯй(и)хат ч. составлять список.","список, перечень",0,f,f,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"список, перечень","список, перечень; где список твоих членов (бригады)?",
13872,11721,"РӮЙКĀХ̌ м. обивка, обтяжка; рӯйкāх̌ ч. обивать, обтягивать.","обивка, обтяжка",0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"обивка, обтяжка","обивка, обтяжка",
13891,11740,"РӮРВ, ж. РОРВ светло-рыжий, коричневый, бурый (о масти крупного рогатого скота); рӯрв х̌ӣҷ светло-рыжий бык; рорв жоw рыжая корова.","светло-рыжий, коричневый, бурый (о масти крупного рогатого скота)",0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"светло-рыжий, коричневый, бурый (о масти крупного рогатого скота)","светло-рыжий, коричневый, бурый (о масти крупного рогатого скота); светло-рыжий бык; рыжая корова",
13901,11746,"РӮШТ, ж. РОШТ 1. красный; румяный; рыжий; ш. wа́м-анд рошт лемо́л-ат рӯшт куртā вуд у нее были красный платок и красное платье; ш. рошт жоw ас тêр жоw δокт (чисту̊н – йо́ц-ат дек) рыжая корова лижет черную корову (загадка – огонь и котел); ш. йу ҷирāй рӯшт сит горшечная глина – красная; б. чиду̊́м-ен му фāмт, лу̊́вд-ен Ашрафмо, чиду̊́м-ен на́-фāмт, лу̊́вд-ен рошт ɣ̌иник те, кто знал меня, звали Ашрафмо, кто не знал, называли меня рыжей женщиной; б. маw-дӯδа́к-ти рӯ́шт-рӯ́шт бāрā на растении ""мавдудак"" красные ягоды; рӯшт ч. окрашивать в красный цвет; рӯшт (рошт) с. прям. и перен. становиться румяным, краснеть; б. йам гарδā ғал алол рӯшт на́-сӯδҷ, лāк рӯшт су̊́д-ат, тāм зибêт ху, хā́рāм эта лепешка еще не подрумянилась, пусть подрумянится, и тогда сними (ее со стены очага), и съедим; ш. йā ас х̌армандаги рошт сат она покраснела от смущения; 2. имя собств. муж. или его компонент, напр. Рӯшт(ак); пӣц рӯшт ласк. шутл. дорогой, хороший; пострел, забияка.",красный; румяный; рыжий,0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,красный; румяный; рыжий,"красный; румяный; рыжий; у нее были красный платок и красное платье; рыжая корова лижет черную корову (огонь и котел); горшечная глина – красная; те, кто знал меня, звали Ашрафмо, кто не знал, называли меня рыжей женщиной; на растении ""мавдудак"" красные ягоды",
13902,11746,"РӮШТ, ж. РОШТ 1. красный; румяный; рыжий; ш. wа́м-анд рошт лемо́л-ат рӯшт куртā вуд у нее были красный платок и красное платье; ш. рошт жоw ас тêр жоw δокт (чисту̊н – йо́ц-ат дек) рыжая корова лижет черную корову (загадка – огонь и котел); ш. йу ҷирāй рӯшт сит горшечная глина – красная; б. чиду̊́м-ен му фāмт, лу̊́вд-ен Ашрафмо, чиду̊́м-ен на́-фāмт, лу̊́вд-ен рошт ɣ̌иник те, кто знал меня, звали Ашрафмо, кто не знал, называли меня рыжей женщиной; б. маw-дӯδа́к-ти рӯ́шт-рӯ́шт бāрā на растении ""мавдудак"" красные ягоды; рӯшт ч. окрашивать в красный цвет; рӯшт (рошт) с. прям. и перен. становиться румяным, краснеть; б. йам гарδā ғал алол рӯшт на́-сӯδҷ, лāк рӯшт су̊́д-ат, тāм зибêт ху, хā́рāм эта лепешка еще не подрумянилась, пусть подрумянится, и тогда сними (ее со стены очага), и съедим; ш. йā ас х̌армандаги рошт сат она покраснела от смущения; 2. имя собств. муж. или его компонент, напр. Рӯшт(ак); пӣц рӯшт ласк. шутл. дорогой, хороший; пострел, забияка.","имя собств. муж. или его компонент, напр. Рӯшт, Рӯштак",0,fm,m,0,name,,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"имя собств. муж. или его компонент, напр. Рӯшт, Рӯштак","имя собств. муж. или его компонент, напр. Рӯшт, Рӯштак",
13905,11749,РӮШТ-БИХ̌Т (< рӯшт-пих̌т) м. тутовое толокно невысокого качества.,тутовое толокно невысокого качества,0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,тутовое толокно невысокого качества,тутовое толокно невысокого качества,
13906,11750,"РӮШТ-ГӢЛ, ж. РОШТ-ГАЛ красноголовый; рыжеволосый.",красноголовый; рыжеволосый,0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,красноголовый; рыжеволосый,красноголовый; рыжеволосый,
13911,11755,РӮШ(Т)-ЙОƔ̌Ҷ м. мука второго сорта; ш. рӯш(т)-йоɣ̌ҷ ас сафе–йоɣ̌ҷ бақуwатди мука второго сорта питательнее белой муки; б. йам рӯшт-йоɣ̌ҷ тумч рāнг эта мука второго сорта горьковата.,мука второго сорта,0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,мука второго сорта,мука второго сорта; мука второго сорта питательнее белой муки; эта мука второго сорта горьковата,
13912,11756,"РӮШТРĀНГ, ж. РОШТРАНГ красноватый; рӯштранг колā́ красноватая ткань.",красноватый,0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,красноватый,красноватый; красноватая ткань,
13913,11757,"РӮШТ-РӮШТ(АК), ж. РОШТ-РОШТ(АК) красный-красный; ш. рошт-роштак кāфх̌ен красные-красные туфли.",красный-красный,0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,красный-красный,красный-красный; красные-красные туфли,
13915,11759,"РӮШ(Т)-ȤЕМ, ж. РОШ(Т)-ȤЕМ красноглазый, с красными глазами.","красноглазый, с красными глазами",0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"красноглазый, с красными глазами","красноглазый, с красными глазами",
13916,11760,"РӮШ(Т)-ҶУW, ж. РОШ(Т)-ҶĀW (< рӯшт, рошт + чуw, чāw) с красными полосами, в красных пятнах; с бурыми полосами, пятнами; рӯш(т)-чуw wāрг ягненок в бурых пятнах.","с красными полосами, в красных пятнах; с бурыми полосами, пятнами",0,fm,fm,0,adjective,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"с красными полосами, в красных пятнах; с бурыми полосами, пятнами","с красными полосами, в красных пятнах; с бурыми полосами, пятнами; ягненок в бурых пятнах",
13919,11763,"РӮҒАНДУ̊Н ж. (м.) сосуд для масла, масленка.","сосуд для масла, масленка",0,fm,fm,0,fluid,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"сосуд для масла, масленка","сосуд для масла, масленка",
13923,11767,"РӮҒАН-Х̌АРВО ж. мучной кисель с маслом; ш. рӯғанх̌арво рӯға́н-ти бӯн ки́нен, йу wӣрвд ху, ки́нен х̌ац мучной кисель (варят так): муку кладут в масло, оно прокипит, и наливают воды.",мучной кисель с маслом,0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,мучной кисель с маслом,"мучной кисель с маслом; мучной кисель (варят так): муку кладут в масло, оно прокипит, и наливают воды",
13925,11769,"РУ̊БИȤ м. сгребание, сметание; чистка (снега); ш. на́w-ум ас ру̊биȥ йат я только что вернулся с чистки (снега); ру̊биȥ ч. мести, сгребать, счищать (снег).","сгребание, сметание; чистка (снега)",0,m,m,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"сгребание, сметание; чистка (снега)","сгребание, сметание; чистка (снега); я только что вернулся с чистки (снега)",
13931,11774,"шб. РУ̊З-ΔОРГ, ш. тж. РУ̊Ȥ-ΔОРГ м. жердь у крышки для окна в крыше.",жердь у крышки для окна в крыше,0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,жердь у крышки для окна в крыше,жердь у крышки для окна в крыше,
13933,11775,"РУ̊Й 1 м. 1) материя с лицевой стороны, верх; ш. му чапā́н-ард ру̊й йа́ст-ат, астāр нист верх для моего ватного халата имеется, да нет подкладки; 2) лезвие, острый край (напр. ножа, топора); ш. дам тавāр ру̊й қати х̌ичанд руби лезвием топора; ру̊й wеδдоw тупить, притуплять (нож, топор и т. п.); ш. му торх̌а́к-ат ру̊й wеδд ты затупил мое тесло; ру̊й δ. (δи) тупиться; б. дим чêд жӣ́р-ирд мā́-δа, йид ру̊й δед не стучи ножом о камень, он притупится. Ср. рӯ 2, пӣц, абрā.","лезвие, острый край (напр. ножа, топора)",0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"материя с лицевой стороны, верх; лезвие, острый край (напр. ножа, топора)","лезвие, острый край (напр. ножа, топора); руби лезвием топора",
13938,11780,РУ̊МБАСТ м. звукоподр. грохот; топот; ш. йу ру̊мбаст wêх̌т он упал с грохотом; б. му ца́н-инд ру̊мбаст сут из моего ружья раздался выстрел. Ср. рамбаст.,грохот; топот,0,m,m,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,грохот; топот,грохот; топот; он упал с грохотом; из моего ружья раздался выстрел,
13948,11789,РУ̊ПЦАК-СӢЗД ж. дикая маслина (Eleagnus angustifolius).,дикая маслина (Eleagnus angustifolius),0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,дикая маслина (Eleagnus angustifolius),дикая маслина (Eleagnus angustifolius),
13974,11813,"САБРĀН м. (ж.) собрание, совещание; ш. сабрāн тайор су́т-о? собрание кончилось?; ш. ар дам сабрā́н-ен мā́ш-ард лу̊вд нам сказали на собрании; сабрāн ч. проводить собрание; беседовать; ш. бийор йи чорик мā́ш-ард сабрāн чӯд вчера один мужчина провел с нами беседу. Ср. маҷлис.","собрание, совещание",0,fm,fm,0,fluid,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"собрание, совещание","собрание, совещание; собрание кончилось?; нам сказали на собрании",
13998,11830,"САБУФЧĀК, СИБУФЧĀК 1. м. кожура; шелуха; б. дим нош сабуфчāк ва́з-ирд патêw брось козе кожуру урюка; 2. перен. худой, тощий; б. асӣ́δ-ат сабуфчак ту, пирwо́с-ат фарбӣди вуд в этом году ты худой, в прошлом году ты был пополней.","худой, тощий",0,m,,0,adjective,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"кожура; шелуха; худой, тощий","худой, тощий; в этом году ты худой, в прошлом году ты был пополней",12.0
14010,11842,САWДО 1 м. торговля; саwдо ч. торговать; ш. wи актā́пактā́-та Нийоз ризӣн саwдо ких̌т бельем и прочим торгует дочь Нияза; б. магазӣ́н-инд-та ди йоɣ̌ҷ саwдо ких̌т он в магазине торгует мукой.,торговля,0,m,m,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,торговля,торговля,
14023,11855,"САWЛАТ м. 1. пышность, изобилие; торжество; ш. wу́з-ум ида тама саwла́т-анд бирох̌т я выпил на вашем торжестве; саwлат ч. наслаждаться, пировать; ш. башāнд саwла́т-āм чӯд мы хорошо насладились; 2. имя собств. муж. или его компонент, напр., Саwлат, Саwлатшо.","пышность, изобилие; торжество",0,m,m,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"пышность, изобилие; торжество; имя собств. муж. или его компонент, напр., Саwлат, Саwлатшо","пышность, изобилие; торжество; я выпил на вашем торжестве",
14027,11858,"шб. САWОД, СОWОД, б. тж. СĀWОД м. грамота; грамотность, знания; ш. wи-нд башāнд саwод у него хорошие знания; ху саwод зиwêстоw преодолеть свою неграмотность; покончить со своей неграмотностью; б. аwал ди ху саwод зиwếδ-ат тāм му қати гāп δāδ сначала подучись, а потом уж толкуй со мной.","грамота; грамотность, знания",0,m,m,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"грамота; грамотность, знания","грамота; грамотность, знания; у него хорошие знания",
14032,11863,"шб. САWОЛ, СУWОЛ, б. тж. СИWОЛ ж. вопрос; ш. дам ту саwо́л-ард ҷаwоб на́-вирийум я не найду ответа на этот твой вопрос; б. мӯ-нд йӣ́wаθ сиwол вад у меня был лишь один вопрос; саwо́л-ат ҷаwоб вопрос(ы) и ответ(ы); саwол δ. (δāδ) задавать вопрос, спрашивать; ш. саwол ту-рд δāм спрошу тебя; ш. маш ху́баθ суwол δā́δāм мы сами зададим вопросы; б. мā́ш-та ҷиwоб δā́δāм-ат, wā́δ-та сиwол δā́δен мы будем отвечать, а они – спрашивать.",вопрос,0,f,f,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,вопрос,вопрос; я не найду ответа на этот твой вопрос; у меня был лишь один вопрос,
14048,11878,"ш. САWОР-ЧОДАР, б. СИWОР-ЧОДАР ж. накидка для всадника; ш. саwор-чодар ниwенц то́р-анд па́тен, йā во́рҷ-ард а́ру̊-а́рам ху̊лā су̊д накидку набрасывают на невесту, и она (накидка) свисает по бокам лошади.",накидка для всадника,0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,накидка для всадника,"накидка для всадника; накидку набрасывают на невесту, и она (накидка) свисает по бокам лошади",
14054,11884,"ш. САWҒОТ(И), СУМҒОТИ м. подарок, привезенный из поездки.","подарок, привезенный из поездки",0,m,m,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"подарок, привезенный из поездки","подарок, привезенный из поездки",
14061,11891,"САДАФ-ГĀЛАК, САДĀФ-ГАЛĀК ж. зоол. каменка (назв. воробья).",каменка (назв. воробья),0,f,f,0,animal,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,каменка (назв. воробья),каменка (назв. воробья),
14068,11898,"САДĀФ, САДАФ ж. 1. раковина; перламутр",раковина; перламутр,0,f,f,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"раковина; перламутр; имя собств. жен. Садаф, Садафак, Садāф, Садāфак",раковина; перламутр,
14072,11901,"САДБАРК, САДБĀРК, САДБАРГ 1. 1) ж. розовый куст; ш. дам му садба́рг-ти лап гул на моем кусте роз много цветов; 2) м. роза; ш. ди садбарк му-рд дāк дай мне эту розу; 2. и. с. ж. Садбāрк, Садбарк, Садбарг.",розовый куст,0,fm,f,0,fluid_by_meaning,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,розовый куст,розовый куст; на моем кусте роз много цветов,
14073,11901,"САДБАРК, САДБĀРК, САДБАРГ 1. 1) ж. розовый куст; ш. дам му садба́рг-ти лап гул на моем кусте роз много цветов; 2) м. роза; ш. ди садбарк му-рд дāк дай мне эту розу; 2. и. с. ж. Садбāрк, Садбарк, Садбарг.",роза,0,fm,m,0,fluid_by_meaning,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,роза,роза; дай мне эту розу,
